"","Uniprot_InteractorA","Uniprot_InteractorB","Confidence.value.s.","InteractorA","InteractorB"
"14122","uniprotkb:P29311","uniprotkb:Q12044","intact-miscore:0.40","YER177W","YOR220W"
"14123","uniprotkb:P38080","uniprotkb:P29311","intact-miscore:0.67","YBR059C","YER177W"
"14124","uniprotkb:P48361","uniprotkb:P29311","intact-miscore:0.56","YGR097W","YER177W"
"14125","uniprotkb:P34730","uniprotkb:P53739","intact-miscore:0.40","YDR099W","YNR047W"
"14126","uniprotkb:P34730","uniprotkb:P06704","intact-miscore:0.40","YDR099W","YOR257W"
"14127","uniprotkb:Q12159","uniprotkb:Q08965","intact-miscore:0.40","YDR381W","YPL217C"
"14128","uniprotkb:Q08965","uniprotkb:Q12078","intact-miscore:0.44","YPL217C","YLR034C"
"14129","uniprotkb:P22217","uniprotkb:Q05979","intact-miscore:0.40","YLR043C","YLR231C"
"14130","uniprotkb:Q05979","uniprotkb:P07246","intact-miscore:0.40","YLR231C","YMR083W"
"14131","uniprotkb:P04806","uniprotkb:Q05979","intact-miscore:0.44","YFR053C","YLR231C"
"14132","uniprotkb:Q12460","uniprotkb:P40450","intact-miscore:0.44","YLR197W","YIL159W"
"14133","uniprotkb:P39990","uniprotkb:P48445","intact-miscore:0.40","YEL026W","YDL141W"
"14134","uniprotkb:P48445","uniprotkb:P35178","intact-miscore:0.40","YDL141W","YDR087C"
"14135","uniprotkb:P34111","uniprotkb:Q07457","intact-miscore:0.40","YAL001C","YDL074C"
"14136","uniprotkb:Q02796","uniprotkb:Q07457","intact-miscore:0.76","YPL055C","YDL074C"
"14137","uniprotkb:P39706","uniprotkb:P43132","intact-miscore:0.78","YAR003W","YLR015W"
"14138","uniprotkb:P38123","uniprotkb:P43132","intact-miscore:0.83","YBR175W","YLR015W"
"14139","uniprotkb:P43132","uniprotkb:P36104","intact-miscore:0.80","YLR015W","YKL018W"
"14140","uniprotkb:Q06551","uniprotkb:P43132","intact-miscore:0.44","YLR246W","YLR015W"
"14141","uniprotkb:P43132","uniprotkb:Q06440","intact-miscore:0.40","YLR015W","YLR429W"
"14142","uniprotkb:Q03012","uniprotkb:P43132","intact-miscore:0.78","YPL138C","YLR015W"
"14143","uniprotkb:P38337","uniprotkb:P43132","intact-miscore:0.69","YBR258C","YLR015W"
"14144","uniprotkb:P39743","uniprotkb:P43132","intact-miscore:0.40","YDR388W","YLR015W"
"14145","uniprotkb:P43132","uniprotkb:P40494","intact-miscore:0.40","YLR015W","YIL095W"
"14146","uniprotkb:P40991","uniprotkb:P53741","intact-miscore:0.56","YNL061W","YNR051C"
"14147","uniprotkb:P53741","uniprotkb:P32445","intact-miscore:0.56","YNR051C","YCR028C-A"
"14148","uniprotkb:O13528","uniprotkb:P53741","intact-miscore:0.40","YAR010C","YNR051C"
"14149","uniprotkb:P53741","uniprotkb:P32497","intact-miscore:0.56","YNR051C","YMR309C"
"14150","uniprotkb:Q12159","uniprotkb:P53741","intact-miscore:0.56","YDR381W","YNR051C"
"14151","uniprotkb:P39015","uniprotkb:P53741","intact-miscore:0.56","YLR150W","YNR051C"
"14152","uniprotkb:P23301","uniprotkb:P53741","intact-miscore:0.56","YEL034W","YNR051C"
"14153","uniprotkb:Q04033","uniprotkb:P53741","intact-miscore:0.40","YDR415C","YNR051C"
"14154","uniprotkb:P53741","uniprotkb:Q05022","intact-miscore:0.56","YNR051C","YMR229C"
"14155","uniprotkb:Q06156","uniprotkb:P38170","intact-miscore:0.59","YLR272C","YBL097W"
"14156","uniprotkb:P39743","uniprotkb:P38170","intact-miscore:0.40","YDR388W","YBL097W"
"14157","uniprotkb:P38170","uniprotkb:P23638","intact-miscore:0.40","YBL097W","YGR135W"
"14158","uniprotkb:P38351","uniprotkb:P48582","intact-miscore:0.40","YBR279W","YPL084W"
"14159","uniprotkb:Q06217","uniprotkb:Q99177","intact-miscore:0.40","YLR275W","YPR057W"
"14160","uniprotkb:Q06604","uniprotkb:P38797","intact-miscore:0.44","YPR171W","YHR076W"
"14161","uniprotkb:P24280","uniprotkb:Q06604","intact-miscore:0.44","YMR079W","YPR171W"
"14162","uniprotkb:Q06604","uniprotkb:P07260","intact-miscore:0.40","YPR171W","YOL139C"
"14163","uniprotkb:P53886","uniprotkb:Q06604","intact-miscore:0.40","YNL172W","YPR171W"
"14164","uniprotkb:P34730","uniprotkb:Q06604","intact-miscore:0.40","YDR099W","YPR171W"
"14165","uniprotkb:P41695","uniprotkb:P53141","intact-miscore:0.40","YGR188C","YGL106W"
"14166","uniprotkb:P50101","uniprotkb:P41695","intact-miscore:0.40","YMR304W","YGR188C"
"14167","uniprotkb:P39743","uniprotkb:P41695","intact-miscore:0.40","YDR388W","YGR188C"
"14168","uniprotkb:P19524","uniprotkb:P41695","intact-miscore:0.40","YOR326W","YGR188C"
"14169","uniprotkb:P09959","uniprotkb:P33314","intact-miscore:0.44","YLR182W","YKL092C"
"14170","uniprotkb:Q08492","uniprotkb:Q12460","intact-miscore:0.70","YOR078W","YLR197W"
"14171","uniprotkb:Q08492","uniprotkb:Q06506","intact-miscore:0.72","YOR078W","YPR137W"
"14172","uniprotkb:Q12159","uniprotkb:Q04347","intact-miscore:0.40","YDR381W","YMR014W"
"14173","uniprotkb:P39990","uniprotkb:Q04347","intact-miscore:0.40","YEL026W","YMR014W"
"14174","uniprotkb:P15646","uniprotkb:Q04347","intact-miscore:0.44","YDL014W","YMR014W"
"14175","uniprotkb:Q3E705","uniprotkb:Q04347","intact-miscore:0.44","YGR271C-A","YMR014W"
"14176","uniprotkb:P25627","uniprotkb:P21538","intact-miscore:0.40","YCR047C","YBR049C"
"14177","uniprotkb:P25293","uniprotkb:P25558","intact-miscore:0.40","YKR048C","YCL014W"
"14178","uniprotkb:P00360","uniprotkb:P25558","intact-miscore:0.40","YJL052W","YCL014W"
"14179","uniprotkb:P15108","uniprotkb:P25558","intact-miscore:0.69","YMR186W","YCL014W"
"14180","uniprotkb:P25558","uniprotkb:P04806","intact-miscore:0.40","YCL014W","YFR053C"
"14181","uniprotkb:P40150","uniprotkb:P25558","intact-miscore:0.56","YNL209W","YCL014W"
"14182","uniprotkb:P25558","uniprotkb:P38788","intact-miscore:0.56","YCL014W","YHR064C"
"14183","uniprotkb:P25558","uniprotkb:P39990","intact-miscore:0.40","YCL014W","YEL026W"
"14184","uniprotkb:P27692","uniprotkb:P25558","intact-miscore:0.40","YML010W","YCL014W"
"14185","uniprotkb:P25558","uniprotkb:P37291","intact-miscore:0.40","YCL014W","YLR058C"
"14186","uniprotkb:P33313","uniprotkb:P25558","intact-miscore:0.40","YBR155W","YCL014W"
"14187","uniprotkb:P35178","uniprotkb:P25558","intact-miscore:0.40","YDR087C","YCL014W"
"14188","uniprotkb:P25558","uniprotkb:P46655","intact-miscore:0.40","YCL014W","YGL245W"
"14189","uniprotkb:P39743","uniprotkb:P25558","intact-miscore:0.40","YDR388W","YCL014W"
"14190","uniprotkb:P25558","uniprotkb:P34730","intact-miscore:0.40","YCL014W","YDR099W"
"14191","uniprotkb:P53323","uniprotkb:Q03705","intact-miscore:0.87","YGR262C","YML036W"
"14192","uniprotkb:P47136","uniprotkb:P40455","intact-miscore:0.44","YJR092W","YIL152W"
"14193","uniprotkb:P41697","uniprotkb:O14468","intact-miscore:0.44","YLR319C","YOR304C-A"
"14194","uniprotkb:P53141","uniprotkb:P41697","intact-miscore:0.40","YGL106W","YLR319C"
"14195","uniprotkb:P41697","uniprotkb:P19524","intact-miscore:0.40","YLR319C","YOR326W"
"14196","uniprotkb:Q05949","uniprotkb:P32445","intact-miscore:0.40","YLR226W","YCR028C-A"
"14197","uniprotkb:P38822","uniprotkb:P38111","intact-miscore:0.44","YHR114W","YBR136W"
"14198","uniprotkb:Q04199","uniprotkb:Q12495","intact-miscore:0.81","YML102W","YPR018W"
"14199","uniprotkb:Q04199","uniprotkb:P43561","intact-miscore:0.44","YML102W","YFL041W"
"14200","uniprotkb:P39015","uniprotkb:Q04199","intact-miscore:0.40","YLR150W","YML102W"
"14201","uniprotkb:P53280","uniprotkb:Q08964","intact-miscore:0.40","YGR134W","YPL216W"
"14202","uniprotkb:P38879","uniprotkb:P53280","intact-miscore:0.59","YHR193C","YGR134W"
"14203","uniprotkb:P31384","uniprotkb:P53280","intact-miscore:0.74","YAL021C","YGR134W"
"14204","uniprotkb:P32383","uniprotkb:P53280","intact-miscore:0.44","YPL268W","YGR134W"
"14205","uniprotkb:P53829","uniprotkb:P32288","intact-miscore:0.40","YNL288W","YPR035W"
"14206","uniprotkb:P29547","uniprotkb:P07278","intact-miscore:0.40","YPL048W","YIL033C"
"14207","uniprotkb:P36008","uniprotkb:P29547","intact-miscore:0.40","YKL081W","YPL048W"
"14208","uniprotkb:P46674","uniprotkb:P13517","intact-miscore:0.40","YDR159W","YIL034C"
"14209","uniprotkb:O13562","uniprotkb:P13517","intact-miscore:0.44","YLR171W","YIL034C"
"14210","uniprotkb:P39113","uniprotkb:Q06344","intact-miscore:0.40","YMR280C","YDR365C"
"14211","uniprotkb:P36036","uniprotkb:Q08920","intact-miscore:0.40","YKL214C","YPL178W"
"14212","uniprotkb:Q08920","uniprotkb:Q06142","intact-miscore:0.67","YPL178W","YLR347C"
"14213","uniprotkb:P17106","uniprotkb:P10662","intact-miscore:0.44","YJR060W","YDR347W"
"14214","uniprotkb:P32504","uniprotkb:Q07532","intact-miscore:0.40","YGR140W","YDL115C"
"14215","uniprotkb:P33322","uniprotkb:P25586","intact-miscore:0.67","YLR175W","YCL059C"
"14216","uniprotkb:P33322","uniprotkb:P25617","intact-miscore:0.40","YLR175W","YCR016W"
"14217","uniprotkb:Q04867","uniprotkb:P33322","intact-miscore:0.56","YMR310C","YLR175W"
"14218","uniprotkb:P33322","uniprotkb:P15646","intact-miscore:0.67","YLR175W","YDL014W"
"14219","uniprotkb:P40316","uniprotkb:P33322","intact-miscore:0.44","YDR113C","YLR175W"
"14220","uniprotkb:P15646","uniprotkb:P38626","intact-miscore:0.40","YDL014W","YIL043C"
"14221","uniprotkb:P04912","uniprotkb:P38626","intact-miscore:0.40","YBL003C","YIL043C"
"14222","uniprotkb:Q03640","uniprotkb:P38626","intact-miscore:0.40","YML072C","YIL043C"
"14223","uniprotkb:P40989","uniprotkb:P38626","intact-miscore:0.44","YGR032W","YIL043C"
"14224","uniprotkb:O13528","uniprotkb:P38626","intact-miscore:0.40","YAR010C","YIL043C"
"14225","uniprotkb:P38626","uniprotkb:Q12159","intact-miscore:0.40","YIL043C","YDR381W"
"14226","uniprotkb:P38626","uniprotkb:P50095","intact-miscore:0.40","YIL043C","YLR432W"
"14227","uniprotkb:P38626","uniprotkb:P38631","intact-miscore:0.40","YIL043C","YLR342W"
"14228","uniprotkb:P38626","uniprotkb:P39015","intact-miscore:0.40","YIL043C","YLR150W"
"14229","uniprotkb:P04786","uniprotkb:P38626","intact-miscore:0.40","YOL006C","YIL043C"
"14230","uniprotkb:P38626","uniprotkb:P04840","intact-miscore:0.40","YIL043C","YNL055C"
"14231","uniprotkb:P38626","uniprotkb:P05755","intact-miscore:0.40","YIL043C","YBR189W"
"14232","uniprotkb:P25339","uniprotkb:P38626","intact-miscore:0.40","YGL014W","YIL043C"
"14233","uniprotkb:P0CX25","uniprotkb:P38626","intact-miscore:0.40","YJR094W-A","YIL043C"
"14234","uniprotkb:P38626","uniprotkb:P41805","intact-miscore:0.40","YIL043C","YLR075W"
"14235","uniprotkb:O14455","uniprotkb:P38626","intact-miscore:0.40","YPL249C-A","YIL043C"
"14236","uniprotkb:P40314","uniprotkb:P31384","intact-miscore:0.40","YDR252W","YAL021C"
"14237","uniprotkb:P39078","uniprotkb:P39076","intact-miscore:0.59","YDL143W","YIL142W"
"14238","uniprotkb:P39079","uniprotkb:P39078","intact-miscore:0.56","YDR188W","YDL143W"
"14239","uniprotkb:P39078","uniprotkb:P22579","intact-miscore:0.56","YDL143W","YOL004W"
"14240","uniprotkb:P39078","uniprotkb:P53130","intact-miscore:0.56","YDL143W","YGL121C"
"14241","uniprotkb:P35719","uniprotkb:P39078","intact-miscore:0.56","YKL142W","YDL143W"
"14242","uniprotkb:P53252","uniprotkb:P39078","intact-miscore:0.56","YGR086C","YDL143W"
"14243","uniprotkb:P39078","uniprotkb:Q12230","intact-miscore:0.56","YDL143W","YPL004C"
"14244","uniprotkb:P39078","uniprotkb:P35178","intact-miscore:0.56","YDL143W","YDR087C"
"14245","uniprotkb:P39078","uniprotkb:P35732","intact-miscore:0.56","YDL143W","YKL054C"
"14246","uniprotkb:P25342","uniprotkb:Q07657","intact-miscore:0.81","YCR002C","YDL225W"
"14247","uniprotkb:P25343","uniprotkb:P25342","intact-miscore:0.40","YCR009C","YCR002C"
"14248","uniprotkb:P27636","uniprotkb:P32797","intact-miscore:0.40","YAR019C","YDL220C"
"14249","uniprotkb:O94742","uniprotkb:P06704","intact-miscore:0.40","YDR363W-A","YOR257W"
"14250","uniprotkb:P39015","uniprotkb:P06704","intact-miscore:0.40","YLR150W","YOR257W"
"14251","uniprotkb:P14682","uniprotkb:P32608","intact-miscore:0.40","YDR054C","YGL252C"
"14252","uniprotkb:P53390","uniprotkb:P14682","intact-miscore:0.40","YPR138C","YDR054C"
"14253","uniprotkb:P14682","uniprotkb:Q06211","intact-miscore:0.40","YDR054C","YPR164W"
"14254","uniprotkb:P14682","uniprotkb:P38352","intact-miscore:0.40","YDR054C","YBR280C"
"14255","uniprotkb:P0CG63","uniprotkb:P14682","intact-miscore:0.40","YLL039C","YDR054C"
"14256","uniprotkb:Q08226","uniprotkb:P14682","intact-miscore:0.40","YOL063C","YDR054C"
"14257","uniprotkb:P14682","uniprotkb:P52286","intact-miscore:0.56","YDR054C","YDR328C"
"14258","uniprotkb:P14682","uniprotkb:P38071","intact-miscore:0.40","YDR054C","YBR026C"
"14259","uniprotkb:P14682","uniprotkb:P43568","intact-miscore:0.44","YDR054C","YFL029C"
"14260","uniprotkb:P39524","uniprotkb:P14682","intact-miscore:0.40","YAL026C","YDR054C"
"14261","uniprotkb:Q02207","uniprotkb:P14682","intact-miscore:0.40","YKR009C","YDR054C"
"14262","uniprotkb:Q12018","uniprotkb:P14682","intact-miscore:0.64","YDL132W","YDR054C"
"14263","uniprotkb:P24814","uniprotkb:P14682","intact-miscore:0.40","YJR090C","YDR054C"
"14264","uniprotkb:P14682","uniprotkb:P22147","intact-miscore:0.40","YDR054C","YGL173C"
"14265","uniprotkb:P14682","uniprotkb:P33327","intact-miscore:0.40","YDR054C","YDL215C"
"14266","uniprotkb:Q00947","uniprotkb:P06101","intact-miscore:0.40","YDR463W","YDR168W"
"14267","uniprotkb:P23594","uniprotkb:Q00362","intact-miscore:0.85","YDL134C","YGL190C"
"14268","uniprotkb:P31383","uniprotkb:Q00362","intact-miscore:0.87","YAL016W","YGL190C"
"14269","uniprotkb:P26637","uniprotkb:P36118","intact-miscore:0.40","YPL160W","YKR022C"
"14270","uniprotkb:Q12165","uniprotkb:P26637","intact-miscore:0.40","YDL004W","YPL160W"
"14271","uniprotkb:P26637","uniprotkb:P39517","intact-miscore:0.40","YPL160W","YDL160C"
"14272","uniprotkb:P32660","uniprotkb:P26637","intact-miscore:0.44","YER166W","YPL160W"
"14273","uniprotkb:P26637","uniprotkb:P39708","intact-miscore:0.40","YPL160W","YAL062W"
"14274","uniprotkb:P06243","uniprotkb:Q06440","intact-miscore:0.40","YDL017W","YLR429W"
"14275","uniprotkb:P39015","uniprotkb:Q06697","intact-miscore:0.40","YLR150W","YLR418C"
"14276","uniprotkb:Q02821","uniprotkb:Q06697","intact-miscore:0.40","YNL189W","YLR418C"
"14277","uniprotkb:Q06697","uniprotkb:P32558","intact-miscore:0.74","YLR418C","YGL207W"
"14278","uniprotkb:Q06697","uniprotkb:P15790","intact-miscore:0.56","YLR418C","YIL035C"
"14279","uniprotkb:Q12330","uniprotkb:Q03654","intact-miscore:0.40","YOR159C","YMR213W"
"14280","uniprotkb:Q03654","uniprotkb:P43321","intact-miscore:0.56","YMR213W","YLR147C"
"14281","uniprotkb:Q02554","uniprotkb:Q03654","intact-miscore:0.40","YMR240C","YMR213W"
"14282","uniprotkb:P38834","uniprotkb:O13297","intact-miscore:0.44","YHR130C","YPL228W"
"14283","uniprotkb:Q06632","uniprotkb:Q05123","intact-miscore:0.40","YDR301W","YMR033W"
"14284","uniprotkb:Q06632","uniprotkb:Q12275","intact-miscore:0.40","YDR301W","YOR093C"
"14285","uniprotkb:Q06102","uniprotkb:Q06632","intact-miscore:0.56","YPR107C","YDR301W"
"14286","uniprotkb:P45976","uniprotkb:Q06632","intact-miscore:0.61","YJR093C","YDR301W"
"14287","uniprotkb:Q06632","uniprotkb:P39927","intact-miscore:0.56","YDR301W","YGR156W"
"14288","uniprotkb:P53538","uniprotkb:Q12102","intact-miscore:0.56","YNL222W","YLR115W"
"14289","uniprotkb:Q12102","uniprotkb:P45976","intact-miscore:0.56","YLR115W","YJR093C"
"14290","uniprotkb:P36104","uniprotkb:Q12102","intact-miscore:0.67","YKL018W","YLR115W"
"14291","uniprotkb:Q06632","uniprotkb:Q12102","intact-miscore:0.56","YDR301W","YLR115W"
"14292","uniprotkb:Q12102","uniprotkb:Q06102","intact-miscore:0.56","YLR115W","YPR107C"
"14293","uniprotkb:P29468","uniprotkb:Q12102","intact-miscore:0.56","YKR002W","YLR115W"
"14294","uniprotkb:Q06224","uniprotkb:Q12102","intact-miscore:0.56","YLR277C","YLR115W"
"14295","uniprotkb:P02829","uniprotkb:Q12102","intact-miscore:0.56","YPL240C","YLR115W"
"14296","uniprotkb:P42073","uniprotkb:Q12102","intact-miscore:0.67","YDR195W","YLR115W"
"14297","uniprotkb:P39927","uniprotkb:Q12102","intact-miscore:0.56","YGR156W","YLR115W"
"14298","uniprotkb:P32558","uniprotkb:P32657","intact-miscore:0.69","YGL207W","YER164W"
"14299","uniprotkb:Q05022","uniprotkb:P32657","intact-miscore:0.40","YMR229C","YER164W"
"14300","uniprotkb:P15646","uniprotkb:P32657","intact-miscore:0.40","YDL014W","YER164W"
"14301","uniprotkb:P38922","uniprotkb:P32657","intact-miscore:0.40","YNL004W","YER164W"
"14302","uniprotkb:P33322","uniprotkb:P32657","intact-miscore:0.40","YLR175W","YER164W"
"14303","uniprotkb:P36160","uniprotkb:P32657","intact-miscore:0.40","YKR081C","YER164W"
"14304","uniprotkb:P32657","uniprotkb:P43639","intact-miscore:0.76","YER164W","YGL019W"
"14305","uniprotkb:P42948","uniprotkb:P38907","intact-miscore:0.40","YJL105W","YDR254W"
"14306","uniprotkb:P38907","uniprotkb:P53748","intact-miscore:0.40","YDR254W","YNR062C"
"14307","uniprotkb:P38313","uniprotkb:P38907","intact-miscore:0.40","YBR211C","YDR254W"
"14308","uniprotkb:P27514","uniprotkb:P38907","intact-miscore:0.40","YNR013C","YDR254W"
"14309","uniprotkb:P38907","uniprotkb:Q12161","intact-miscore:0.40","YDR254W","YOL054W"
"14310","uniprotkb:Q06162","uniprotkb:P38907","intact-miscore:0.40","YLR315W","YDR254W"
"14311","uniprotkb:P25293","uniprotkb:Q12114","intact-miscore:0.40","YKR048C","YLR330W"
"14312","uniprotkb:P32599","uniprotkb:Q12114","intact-miscore:0.40","YDR129C","YLR330W"
"14313","uniprotkb:Q08746","uniprotkb:P38779","intact-miscore:0.56","YOR294W","YHR052W"
"14314","uniprotkb:Q12159","uniprotkb:P38779","intact-miscore:0.40","YDR381W","YHR052W"
"14315","uniprotkb:Q05022","uniprotkb:P38779","intact-miscore:0.67","YMR229C","YHR052W"
"14316","uniprotkb:P15646","uniprotkb:P38779","intact-miscore:0.56","YDL014W","YHR052W"
"14317","uniprotkb:P38779","uniprotkb:Q03532","intact-miscore:0.56","YHR052W","YMR290C"
"14318","uniprotkb:P54885","uniprotkb:P08679","intact-miscore:0.44","YOR323C","YCR005C"
"14319","uniprotkb:P15790","uniprotkb:Q12161","intact-miscore:0.40","YIL035C","YOL054W"
"14320","uniprotkb:P36076","uniprotkb:P15790","intact-miscore:0.73","YKL088W","YIL035C"
"14321","uniprotkb:P15790","uniprotkb:P46784","intact-miscore:0.40","YIL035C","YMR230W"
"14322","uniprotkb:P38835","uniprotkb:P15790","intact-miscore:0.56","YHR131C","YIL035C"
"14323","uniprotkb:P15790","uniprotkb:P38013","intact-miscore:0.40","YIL035C","YLR109W"
"14324","uniprotkb:P53903","uniprotkb:P15790","intact-miscore:0.40","YNL149C","YIL035C"
"14325","uniprotkb:P15790","uniprotkb:Q08438","intact-miscore:0.40","YIL035C","YOR054C"
"14326","uniprotkb:Q04636","uniprotkb:P15790","intact-miscore:0.80","YML069W","YIL035C"
"14327","uniprotkb:P15873","uniprotkb:P15790","intact-miscore:0.40","YBR088C","YIL035C"
"14328","uniprotkb:P15790","uniprotkb:P32657","intact-miscore:0.81","YIL035C","YER164W"
"14329","uniprotkb:P38249","uniprotkb:P19454","intact-miscore:0.40","YBR079C","YOR061W"
"14330","uniprotkb:P19454","uniprotkb:Q06070","intact-miscore:0.59","YOR061W","YLR407W"
"14331","uniprotkb:P32657","uniprotkb:P19454","intact-miscore:0.81","YER164W","YOR061W"
"14332","uniprotkb:P38930","uniprotkb:P32657","intact-miscore:0.76","YOR039W","YER164W"
"14333","uniprotkb:P32558","uniprotkb:P38930","intact-miscore:0.81","YGL207W","YOR039W"
"14334","uniprotkb:P38634","uniprotkb:P20486","intact-miscore:0.56","YLR079W","YBR135W"
"14335","uniprotkb:P20486","uniprotkb:P10081","intact-miscore:0.40","YBR135W","YJL138C"
"14336","uniprotkb:P34730","uniprotkb:P20486","intact-miscore:0.40","YDR099W","YBR135W"
"14337","uniprotkb:P20486","uniprotkb:P38013","intact-miscore:0.40","YBR135W","YLR109W"
"14338","uniprotkb:P40150","uniprotkb:P20486","intact-miscore:0.56","YNL209W","YBR135W"
"14339","uniprotkb:Q03048","uniprotkb:P20486","intact-miscore:0.40","YLL050C","YBR135W"
"14340","uniprotkb:P00546","uniprotkb:P24869","intact-miscore:0.71","YBR160W","YPR119W"
"14341","uniprotkb:P24870","uniprotkb:P38634","intact-miscore:0.67","YDL155W","YLR079W"
"14342","uniprotkb:P00546","uniprotkb:P24870","intact-miscore:0.62","YBR160W","YDL155W"
"14343","uniprotkb:P20486","uniprotkb:P24870","intact-miscore:0.81","YBR135W","YDL155W"
"14344","uniprotkb:P00546","uniprotkb:P24871","intact-miscore:0.56","YBR160W","YLR210W"
"14345","uniprotkb:P38634","uniprotkb:P30283","intact-miscore:0.56","YLR079W","YPR120C"
"14346","uniprotkb:P30283","uniprotkb:P14832","intact-miscore:0.40","YPR120C","YDR155C"
"14347","uniprotkb:P38828","uniprotkb:P30283","intact-miscore:0.40","YHR121W","YPR120C"
"14348","uniprotkb:Q12309","uniprotkb:P53277","intact-miscore:0.65","YLR117C","YGR129W"
"14349","uniprotkb:P06787","uniprotkb:Q04869","intact-miscore:0.40","YBR109C","YMR315W"
"14350","uniprotkb:P53066","uniprotkb:P06787","intact-miscore:0.44","YGL242C","YBR109C"
"14351","uniprotkb:P27466","uniprotkb:P06787","intact-miscore:0.69","YFR014C","YBR109C"
"14352","uniprotkb:P06787","uniprotkb:P22517","intact-miscore:0.59","YBR109C","YOL016C"
"14353","uniprotkb:P06787","uniprotkb:P14747","intact-miscore:0.69","YBR109C","YML057W"
"14354","uniprotkb:P23287","uniprotkb:P25296","intact-miscore:0.67","YLR433C","YKL190W"
"14355","uniprotkb:P23287","uniprotkb:P06787","intact-miscore:0.77","YLR433C","YBR109C"
"14356","uniprotkb:Q12507","uniprotkb:P25296","intact-miscore:0.40","YOR315W","YKL190W"
"14357","uniprotkb:P06787","uniprotkb:P25296","intact-miscore:0.44","YBR109C","YKL190W"
"14358","uniprotkb:P33313","uniprotkb:P25293","intact-miscore:0.40","YBR155W","YKR048C"
"14359","uniprotkb:P40150","uniprotkb:P33313","intact-miscore:0.56","YNL209W","YBR155W"
"14360","uniprotkb:P47102","uniprotkb:P33313","intact-miscore:0.40","YJR031C","YBR155W"
"14361","uniprotkb:Q12159","uniprotkb:P53951","intact-miscore:0.40","YDR381W","YNL051W"
"14362","uniprotkb:P53959","uniprotkb:P16521","intact-miscore:0.40","YNL041C","YLR249W"
"14363","uniprotkb:P53959","uniprotkb:P36008","intact-miscore:0.40","YNL041C","YKL081W"
"14364","uniprotkb:P25694","uniprotkb:P53959","intact-miscore:0.40","YDL126C","YNL041C"
"14365","uniprotkb:P53959","uniprotkb:P15108","intact-miscore:0.56","YNL041C","YMR186W"
"14366","uniprotkb:P31539","uniprotkb:P53959","intact-miscore:0.56","YLL026W","YNL041C"
"14367","uniprotkb:P40094","uniprotkb:Q04632","intact-miscore:0.56","YER157W","YML071C"
"14368","uniprotkb:Q04632","uniprotkb:Q06096","intact-miscore:0.56","YML071C","YPR105C"
"14369","uniprotkb:P43621","uniprotkb:P53622","intact-miscore:0.84","YFR051C","YDL145C"
"14370","uniprotkb:P53600","uniprotkb:P53622","intact-miscore:0.63","YPL010W","YDL145C"
"14371","uniprotkb:P53622","uniprotkb:P32074","intact-miscore:0.84","YDL145C","YNL287W"
"14372","uniprotkb:P53622","uniprotkb:P41810","intact-miscore:0.86","YDL145C","YDR238C"
"14373","uniprotkb:P00424","uniprotkb:Q08964","intact-miscore:0.40","YNL052W","YPL216W"
"14374","uniprotkb:P00424","uniprotkb:P04037","intact-miscore:0.44","YNL052W","YGL187C"
"14375","uniprotkb:P03965","uniprotkb:P07258","intact-miscore:0.63","YJR109C","YOR303W"
"14376","uniprotkb:P03965","uniprotkb:P07259","intact-miscore:0.56","YJR109C","YJL130C"
"14377","uniprotkb:P14832","uniprotkb:P06787","intact-miscore:0.56","YDR155C","YBR109C"
"14378","uniprotkb:P53691","uniprotkb:P07259","intact-miscore:0.56","YLR216C","YJL130C"
"14379","uniprotkb:P38795","uniprotkb:P53691","intact-miscore:0.56","YHR074W","YLR216C"
"14380","uniprotkb:P53691","uniprotkb:P31539","intact-miscore:0.56","YLR216C","YLL026W"
"14381","uniprotkb:P17629","uniprotkb:P47103","intact-miscore:0.44","YDR138W","YJR032W"
"14382","uniprotkb:P47103","uniprotkb:P40531","intact-miscore:0.44","YJR032W","YIL041W"
"14383","uniprotkb:Q12159","uniprotkb:P47103","intact-miscore:0.40","YDR381W","YJR032W"
"14384","uniprotkb:P00360","uniprotkb:P47103","intact-miscore:0.40","YJL052W","YJR032W"
"14385","uniprotkb:P47103","uniprotkb:P25343","intact-miscore:0.40","YJR032W","YCR009C"
"14386","uniprotkb:P47103","uniprotkb:P33441","intact-miscore:0.44","YJR032W","YML062C"
"14387","uniprotkb:P47103","uniprotkb:O13539","intact-miscore:0.44","YJR032W","YHR167W"
"14388","uniprotkb:P06102","uniprotkb:P47103","intact-miscore:0.40","YIL038C","YJR032W"
"14389","uniprotkb:P39011","uniprotkb:P47103","intact-miscore:0.40","YPL161C","YJR032W"
"14390","uniprotkb:P47103","uniprotkb:P32457","intact-miscore:0.40","YJR032W","YLR314C"
"14391","uniprotkb:Q06440","uniprotkb:Q12159","intact-miscore:0.40","YLR429W","YDR381W"
"14392","uniprotkb:Q06440","uniprotkb:Q04279","intact-miscore:0.40","YLR429W","YMR086W"
"14393","uniprotkb:P32610","uniprotkb:Q06440","intact-miscore:0.40","YEL051W","YLR429W"
"14394","uniprotkb:Q06440","uniprotkb:P12612","intact-miscore:0.40","YLR429W","YDR212W"
"14395","uniprotkb:P32583","uniprotkb:Q06440","intact-miscore:0.40","YKR092C","YLR429W"
"14396","uniprotkb:Q06440","uniprotkb:P39101","intact-miscore:0.40","YLR429W","YER048C"
"14397","uniprotkb:Q06440","uniprotkb:P25293","intact-miscore:0.40","YLR429W","YKR048C"
