"","Uniprot_InteractorA","Uniprot_InteractorB","Confidence.value.s.","InteractorA","InteractorB"
"285","uniprotkb:P25337","uniprotkb:P04161","intact-miscore:0.37","YCR063W","YDR408C"
"286","uniprotkb:P43560","uniprotkb:P00331","intact-miscore:0.37","YFL042C","YMR303C"
"287","uniprotkb:Q12107","uniprotkb:P46680","intact-miscore:0.37","YLR102C","YMR092C"
"288","uniprotkb:P32502","uniprotkb:Q08269","intact-miscore:0.37","YLR291C","YOL130W"
"289","uniprotkb:P40356","uniprotkb:Q08269","intact-miscore:0.37","YGL025C","YOL130W"
"290","uniprotkb:P53190","uniprotkb:Q08269","intact-miscore:0.37","YGL024W","YOL130W"
"291","uniprotkb:P48232","uniprotkb:Q08269","intact-miscore:0.37","YNL086W","YOL130W"
"292","uniprotkb:P32379","uniprotkb:Q06628","intact-miscore:0.37","YGR253C","YPR185W"
"293","uniprotkb:P53271","uniprotkb:Q06628","intact-miscore:0.37","YGR120C","YPR185W"
"294","uniprotkb:P48232","uniprotkb:Q06628","intact-miscore:0.37","YNL086W","YPR185W"
"295","uniprotkb:P25655","uniprotkb:P48360","intact-miscore:0.37","YCR093W","YDR376W"
"296","uniprotkb:P40576","uniprotkb:P48360","intact-miscore:0.37","YIR024C","YDR376W"
"297","uniprotkb:P36068","uniprotkb:Q12233","intact-miscore:0.37","YKL130C","YPR020W"
"298","uniprotkb:P53012","uniprotkb:P39011","intact-miscore:0.37","YGL126W","YPL161C"
"299","uniprotkb:P40448","uniprotkb:P39011","intact-miscore:0.37","YIL163C","YPL161C"
"300","uniprotkb:Q12110","uniprotkb:P39011","intact-miscore:0.37","YLR049C","YPL161C"
"301","uniprotkb:P53958","uniprotkb:P34730","intact-miscore:0.37","YNL042W","YDR099W"
"302","uniprotkb:P38195","uniprotkb:P34730","intact-miscore:0.37","YBL043W","YDR099W"
"303","uniprotkb:P40087","uniprotkb:P26448","intact-miscore:0.37","YER143W","YMR055C"
"304","uniprotkb:P48238","uniprotkb:P26448","intact-miscore:0.37","YGR153W","YMR055C"
"305","uniprotkb:P33199","uniprotkb:P41697","intact-miscore:0.37","YGL015C","YLR319C"
"306","uniprotkb:P00812","uniprotkb:P00812","intact-miscore:0.37","YPL111W","YPL111W"
"307","uniprotkb:P18888","uniprotkb:P07991","intact-miscore:0.37","YHL025W","YLR438W"
"308","uniprotkb:P53204","uniprotkb:P07991","intact-miscore:0.37","YGR010W","YLR438W"
"309","uniprotkb:Q06178","uniprotkb:P07991","intact-miscore:0.37","YLR328W","YLR438W"
"310","uniprotkb:P39011","uniprotkb:P19073","intact-miscore:0.55","YPL161C","YLR229C"
"311","uniprotkb:P06243","uniprotkb:Q12018","intact-miscore:0.37","YDL017W","YDL132W"
"312","uniprotkb:P05150","uniprotkb:P06243","intact-miscore:0.37","YJL088W","YDL017W"
"313","uniprotkb:P39517","uniprotkb:P06243","intact-miscore:0.37","YDL160C","YDL017W"
"314","uniprotkb:P32857","uniprotkb:P06243","intact-miscore:0.37","YKL039W","YDL017W"
"315","uniprotkb:P53038","uniprotkb:P06243","intact-miscore:0.37","YGR099W","YDL017W"
"316","uniprotkb:P25620","uniprotkb:P06243","intact-miscore:0.37","YCR022C","YDL017W"
"317","uniprotkb:P25630","uniprotkb:P06243","intact-miscore:0.37","YCR050C","YDL017W"
"318","uniprotkb:P39992","uniprotkb:P06243","intact-miscore:0.37","YEL023C","YDL017W"
"319","uniprotkb:P43625","uniprotkb:P06243","intact-miscore:0.37","YFR057W","YDL017W"
"320","uniprotkb:P53740","uniprotkb:P06243","intact-miscore:0.37","YNR048W","YDL017W"
"321","uniprotkb:Q12094","uniprotkb:P06243","intact-miscore:0.37","YOR006C","YDL017W"
"322","uniprotkb:Q04839","uniprotkb:P38147","intact-miscore:0.37","YMR255W","YBR274W"
"323","uniprotkb:P27472","uniprotkb:P38147","intact-miscore:0.37","YLR258W","YBR274W"
"324","uniprotkb:Q08484","uniprotkb:P39110","intact-miscore:0.37","YOR070C","YMR138W"
"325","uniprotkb:P38150","uniprotkb:P39110","intact-miscore:0.37","YBR284W","YMR138W"
"326","uniprotkb:P43638","uniprotkb:P08679","intact-miscore:0.37","YJL042W","YCR005C"
"327","uniprotkb:P20486","uniprotkb:P24869","intact-miscore:0.55","YBR135W","YPR119W"
"328","uniprotkb:P20081","uniprotkb:P24869","intact-miscore:0.37","YNL135C","YPR119W"
"329","uniprotkb:Q04149","uniprotkb:P24869","intact-miscore:0.37","YDR386W","YPR119W"
"330","uniprotkb:Q04031","uniprotkb:P24869","intact-miscore:0.37","YDR412W","YPR119W"
"331","uniprotkb:P38769","uniprotkb:P24869","intact-miscore:0.37","YHR035W","YPR119W"
"332","uniprotkb:P53724","uniprotkb:P24869","intact-miscore:0.37","YNR022C","YPR119W"
"333","uniprotkb:P47074","uniprotkb:P13365","intact-miscore:0.37","YJL013C","YAL040C"
"334","uniprotkb:P53955","uniprotkb:P23287","intact-miscore:0.37","YNL047C","YLR433C"
"335","uniprotkb:P38930","uniprotkb:P07258","intact-miscore:0.37","YOR039W","YOR303W"
"336","uniprotkb:P40581","uniprotkb:P53691","intact-miscore:0.37","YIR037W","YLR216C"
"337","uniprotkb:P52286","uniprotkb:Q06440","intact-miscore:0.37","YDR328C","YLR429W"
"338","uniprotkb:Q08831","uniprotkb:P35203","intact-miscore:0.37","YOR359W","YMR094W"
"339","uniprotkb:P47135","uniprotkb:P23285","intact-miscore:0.37","YJR091C","YHR057C"
"340","uniprotkb:P25651","uniprotkb:P32582","intact-miscore:0.37","YCR086W","YGR155W"
"341","uniprotkb:P21705","uniprotkb:P21705","intact-miscore:0.37","YNL314W","YNL314W"
"342","uniprotkb:P25453","uniprotkb:P25453","intact-miscore:0.37","YER179W","YER179W"
"343","uniprotkb:P40013","uniprotkb:P53168","intact-miscore:0.37","YER016W","YGL061C"
"344","uniprotkb:Q12517","uniprotkb:Q03466","intact-miscore:0.37","YOL149W","YDR206W"
"345","uniprotkb:Q04739","uniprotkb:Q03466","intact-miscore:0.37","YER027C","YDR206W"
"346","uniprotkb:P40958","uniprotkb:Q03466","intact-miscore:0.37","YJL030W","YDR206W"
"347","uniprotkb:P38236","uniprotkb:Q03466","intact-miscore:0.37","YBR057C","YDR206W"
"348","uniprotkb:Q02794","uniprotkb:Q03466","intact-miscore:0.37","YOR047C","YDR206W"
"349","uniprotkb:Q05871","uniprotkb:Q08558","intact-miscore:0.37","YLR284C","YOR180C"
"350","uniprotkb:Q03761","uniprotkb:Q06011","intact-miscore:0.37","YDR145W","YLR390W"
"351","uniprotkb:Q99210","uniprotkb:P47160","intact-miscore:0.37","YOR111W","YJR125C"
"352","uniprotkb:P53091","uniprotkb:P17214","intact-miscore:0.37","YGL201C","YLR233C"
"353","uniprotkb:P35210","uniprotkb:P17214","intact-miscore:0.37","YKL020C","YLR233C"
"354","uniprotkb:P23202","uniprotkb:P17214","intact-miscore:0.37","YNL229C","YLR233C"
"355","uniprotkb:P39734","uniprotkb:P17214","intact-miscore:0.37","YAL028W","YLR233C"
"356","uniprotkb:P53288","uniprotkb:P17214","intact-miscore:0.37","YGR160W","YLR233C"
"357","uniprotkb:Q03697","uniprotkb:P17214","intact-miscore:0.37","YML038C","YLR233C"
"358","uniprotkb:P32829","uniprotkb:P53971","intact-miscore:0.37","YMR224C","YNL023C"
"359","uniprotkb:P53971","uniprotkb:P36068","intact-miscore:0.37","YNL023C","YKL130C"
"360","uniprotkb:Q04177","uniprotkb:Q03778","intact-miscore:0.37","YDR398W","YDR236C"
"361","uniprotkb:P51601","uniprotkb:P51601","intact-miscore:0.37","YGR267C","YGR267C"
"362","uniprotkb:Q04299","uniprotkb:P20081","intact-miscore:0.37","YMR087W","YNL135C"
"363","uniprotkb:P40016","uniprotkb:P38196","intact-miscore:0.37","YER021W","YBL042C"
"364","uniprotkb:Q06628","uniprotkb:P18562","intact-miscore:0.37","YPR185W","YHR128W"
"365","uniprotkb:P38930","uniprotkb:P32805","intact-miscore:0.37","YOR039W","YGL254W"
"366","uniprotkb:P38693","uniprotkb:P32805","intact-miscore:0.37","YHR215W","YGL254W"
"367","uniprotkb:P33339","uniprotkb:P32805","intact-miscore:0.37","YGR047C","YGL254W"
"368","uniprotkb:P47017","uniprotkb:P07262","intact-miscore:0.55","YJL124C","YOR375C"
"369","uniprotkb:P15315","uniprotkb:Q04233","intact-miscore:0.37","YGL166W","YML006C"
"370","uniprotkb:Q07442","uniprotkb:P32598","intact-miscore:0.37","YDL070W","YER133W"
"371","uniprotkb:P43638","uniprotkb:P32598","intact-miscore:0.74","YJL042W","YER133W"
"372","uniprotkb:P32521","uniprotkb:P32598","intact-miscore:0.37","YIR006C","YER133W"
"373","uniprotkb:P34758","uniprotkb:P32598","intact-miscore:0.66","YOR329C","YER133W"
"374","uniprotkb:Q03898","uniprotkb:P32598","intact-miscore:0.55","YDR130C","YER133W"
"375","uniprotkb:Q04031","uniprotkb:P32598","intact-miscore:0.55","YDR412W","YER133W"
"376","uniprotkb:P38812","uniprotkb:P32598","intact-miscore:0.37","YHR100C","YER133W"
"377","uniprotkb:Q12507","uniprotkb:P32598","intact-miscore:0.37","YOR315W","YER133W"
"378","uniprotkb:P05085","uniprotkb:P17709","intact-miscore:0.37","YML099C","YCL040W"
"379","uniprotkb:P38224","uniprotkb:P17709","intact-miscore:0.37","YBR040W","YCL040W"
"380","uniprotkb:P43577","uniprotkb:P41911","intact-miscore:0.37","YFL017C","YOL059W"
"381","uniprotkb:P40485","uniprotkb:Q02784","intact-miscore:0.37","YIL105C","YPL059W"
"382","uniprotkb:P53955","uniprotkb:Q02784","intact-miscore:0.37","YNL047C","YPL059W"
"383","uniprotkb:P39676","uniprotkb:P46944","intact-miscore:0.37","YGR234W","YDR108W"
"384","uniprotkb:P47123","uniprotkb:P32835","intact-miscore:0.55","YJR074W","YLR293C"
"385","uniprotkb:Q04868","uniprotkb:P06774","intact-miscore:0.37","YMR312W","YGL237C"
"386","uniprotkb:Q02516","uniprotkb:Q04868","intact-miscore:0.37","YOR358W","YMR312W"
"387","uniprotkb:P06633","uniprotkb:P06633","intact-miscore:0.37","YOR202W","YOR202W"
"388","uniprotkb:P41913","uniprotkb:P12954","intact-miscore:0.37","YOR355W","YJL092W"
"389","uniprotkb:P38957","uniprotkb:P12954","intact-miscore:0.37","YDR078C","YJL092W"
"390","uniprotkb:P32432","uniprotkb:P53687","intact-miscore:0.37","YLR403W","YOR025W"
"391","uniprotkb:P36000","uniprotkb:P13902","intact-miscore:0.37","YKL135C","YOL108C"
"392","uniprotkb:P34243","uniprotkb:P13902","intact-miscore:0.37","YKL017C","YOL108C"
"393","uniprotkb:Q04893","uniprotkb:P13902","intact-miscore:0.37","YMR317W","YOL108C"
"394","uniprotkb:P53835","uniprotkb:P13902","intact-miscore:0.37","YNL279W","YOL108C"
"395","uniprotkb:P41913","uniprotkb:P53115","intact-miscore:0.37","YOR355W","YGL150C"
"396","uniprotkb:P0C0X0","uniprotkb:Q06667","intact-miscore:0.37","YLR264W","YDR315C"
"397","uniprotkb:P47154","uniprotkb:Q06667","intact-miscore:0.37","YJR117W","YDR315C"
"398","uniprotkb:Q06667","uniprotkb:P53769","intact-miscore:0.37","YDR315C","YLR323C"
"399","uniprotkb:Q08492","uniprotkb:Q06667","intact-miscore:0.37","YOR078W","YDR315C"
"400","uniprotkb:Q04431","uniprotkb:P32361","intact-miscore:0.37","YDR532C","YHR079C"
"401","uniprotkb:P39938","uniprotkb:Q07821","intact-miscore:0.37","YGL189C","YLL027W"
"402","uniprotkb:P39939","uniprotkb:Q07821","intact-miscore:0.37","YER131W","YLL027W"
"403","uniprotkb:P00931","uniprotkb:P32645","intact-miscore:0.37","YGL026C","YER180C"
"404","uniprotkb:Q02895","uniprotkb:Q12056","intact-miscore:0.37","YPL088W","YOR226C"
"405","uniprotkb:P53755","uniprotkb:P38217","intact-miscore:0.37","YNR069C","YBR017C"
"406","uniprotkb:P38236","uniprotkb:P25583","intact-miscore:0.37","YBR057C","YCL055W"
"407","uniprotkb:P47158","uniprotkb:P38853","intact-miscore:0.37","YJR122W","YHR158C"
"408","uniprotkb:Q02794","uniprotkb:P38853","intact-miscore:0.37","YOR047C","YHR158C"
"409","uniprotkb:P38853","uniprotkb:Q03231","intact-miscore:0.37","YHR158C","YMR181C"
"410","uniprotkb:P19262","uniprotkb:Q12306","intact-miscore:0.37","YDR148C","YDR510W"
"411","uniprotkb:P35193","uniprotkb:P13185","intact-miscore:0.55","YOL082W","YDR122W"
"412","uniprotkb:P53091","uniprotkb:P25586","intact-miscore:0.37","YGL201C","YCL059C"
"413","uniprotkb:P34234","uniprotkb:P06208","intact-miscore:0.37","YKL183W","YNL104C"
"414","uniprotkb:P35718","uniprotkb:P33418","intact-miscore:0.37","YKL144C","YKL205W"
"415","uniprotkb:P36068","uniprotkb:Q04396","intact-miscore:0.37","YKL130C","YDR503C"
"416","uniprotkb:Q12517","uniprotkb:P38203","intact-miscore:0.37","YOL149W","YBL026W"
"417","uniprotkb:P39517","uniprotkb:P38203","intact-miscore:0.66","YDL160C","YBL026W"
"418","uniprotkb:P40089","uniprotkb:P38203","intact-miscore:0.81","YER146W","YBL026W"
"419","uniprotkb:Q06406","uniprotkb:P38203","intact-miscore:0.81","YDR378C","YBL026W"
"420","uniprotkb:P53905","uniprotkb:P38203","intact-miscore:0.81","YNL147W","YBL026W"
"421","uniprotkb:P0C0X0","uniprotkb:P38203","intact-miscore:0.37","YLR264W","YBL026W"
"422","uniprotkb:P38930","uniprotkb:P40070","intact-miscore:0.37","YOR039W","YER112W"
"423","uniprotkb:Q12517","uniprotkb:P40070","intact-miscore:0.37","YOL149W","YER112W"
"424","uniprotkb:P0C0X0","uniprotkb:P40070","intact-miscore:0.37","YLR264W","YER112W"
"425","uniprotkb:O13550","uniprotkb:P40070","intact-miscore:0.37","YLR269C","YER112W"
"426","uniprotkb:Q12517","uniprotkb:P47093","intact-miscore:0.37","YOL149W","YJR022W"
"427","uniprotkb:P32601","uniprotkb:P47093","intact-miscore:0.37","YPR017C","YJR022W"
"428","uniprotkb:Q99181","uniprotkb:P47093","intact-miscore:0.55","YOR319W","YJR022W"
"429","uniprotkb:P48240","uniprotkb:P47093","intact-miscore:0.55","YGR158C","YJR022W"
"430","uniprotkb:P0C0X0","uniprotkb:P47093","intact-miscore:0.37","YLR264W","YJR022W"
"431","uniprotkb:P39998","uniprotkb:P47093","intact-miscore:0.55","YEL015W","YJR022W"
"432","uniprotkb:O13550","uniprotkb:P47093","intact-miscore:0.37","YLR269C","YJR022W"
"433","uniprotkb:P32805","uniprotkb:P50113","intact-miscore:0.37","YGL254W","YGL154C"
"434","uniprotkb:P35719","uniprotkb:P16523","intact-miscore:0.37","YKL142W","YNL210W"
"435","uniprotkb:P03069","uniprotkb:Q03081","intact-miscore:0.37","YEL009C","YPL038W"
"436","uniprotkb:Q02659","uniprotkb:P27705","intact-miscore:0.37","YPL025C","YGL035C"
"437","uniprotkb:Q00772","uniprotkb:P32491","intact-miscore:0.70","YHR030C","YPL140C"
"438","uniprotkb:Q08206","uniprotkb:P43563","intact-miscore:0.37","YOL036W","YFL034C-B"
"439","uniprotkb:P38714","uniprotkb:Q99316","intact-miscore:0.37","YHR091C","YOL088C"
"440","uniprotkb:Q06159","uniprotkb:Q99316","intact-miscore:0.37","YLR312C","YOL088C"
"441","uniprotkb:P32567","uniprotkb:P35719","intact-miscore:0.37","YMR165C","YKL142W"
"442","uniprotkb:P06100","uniprotkb:P32334","intact-miscore:0.37","YDL165W","YGR014W"
"443","uniprotkb:P40958","uniprotkb:P32334","intact-miscore:0.37","YJL030W","YGR014W"
"444","uniprotkb:P47074","uniprotkb:P32334","intact-miscore:0.37","YJL013C","YGR014W"
"445","uniprotkb:Q08962","uniprotkb:P32334","intact-miscore:0.37","YPL211W","YGR014W"
"446","uniprotkb:P40460","uniprotkb:P32334","intact-miscore:0.37","YIL144W","YGR014W"
"447","uniprotkb:P38274","uniprotkb:Q12175","intact-miscore:0.37","YBR133C","YDL154W"
"448","uniprotkb:P32829","uniprotkb:Q12175","intact-miscore:0.37","YMR224C","YDL154W"
"449","uniprotkb:P40356","uniprotkb:Q12175","intact-miscore:0.37","YGL025C","YDL154W"
"450","uniprotkb:P40460","uniprotkb:Q12175","intact-miscore:0.37","YIL144W","YDL154W"
"451","uniprotkb:P45819","uniprotkb:Q12175","intact-miscore:0.37","YGL170C","YDL154W"
"452","uniprotkb:Q03973","uniprotkb:P52918","intact-miscore:0.37","YDR174W","YDR335W"
"453","uniprotkb:P40357","uniprotkb:P52918","intact-miscore:0.37","YGR009C","YDR335W"
"454","uniprotkb:Q08831","uniprotkb:P52918","intact-miscore:0.37","YOR359W","YDR335W"
"455","uniprotkb:Q12753","uniprotkb:P52918","intact-miscore:0.37","YPR008W","YDR335W"
"456","uniprotkb:P14904","uniprotkb:P39731","intact-miscore:0.37","YKL103C","YAL034W-A"
"457","uniprotkb:Q02199","uniprotkb:P39731","intact-miscore:0.37","YGL172W","YAL034W-A"
"458","uniprotkb:P53271","uniprotkb:P39731","intact-miscore:0.37","YGR120C","YAL034W-A"
"459","uniprotkb:P14741","uniprotkb:P32505","intact-miscore:0.37","YKR026C","YGL122C"
"460","uniprotkb:P53271","uniprotkb:P34077","intact-miscore:0.37","YGR120C","YFR002W"
"461","uniprotkb:P32911","uniprotkb:P32497","intact-miscore:0.73","YNL244C","YMR309C"
"462","uniprotkb:P53955","uniprotkb:P32497","intact-miscore:0.37","YNL047C","YMR309C"
"463","uniprotkb:Q12134","uniprotkb:P32497","intact-miscore:0.37","YOR284W","YMR309C"
"464","uniprotkb:P40460","uniprotkb:P33420","intact-miscore:0.37","YIL144W","YPL174C"
"465","uniprotkb:P46984","uniprotkb:P33420","intact-miscore:0.37","YJL184W","YPL174C"
"466","uniprotkb:P33895","uniprotkb:P38620","intact-miscore:0.37","YOL069W","YER099C"
"467","uniprotkb:P40958","uniprotkb:P40064","intact-miscore:0.37","YJL030W","YER105C"
"468","uniprotkb:P39998","uniprotkb:P40064","intact-miscore:0.37","YEL015W","YER105C"
"469","uniprotkb:P38910","uniprotkb:P32499","intact-miscore:0.37","YOR020C","YLR335W"
"470","uniprotkb:Q05027","uniprotkb:P48837","intact-miscore:0.37","YMR236W","YGR119C"
"471","uniprotkb:Q06410","uniprotkb:P39081","intact-miscore:0.37","YLR423C","YDR228C"
"472","uniprotkb:P08153","uniprotkb:P25693","intact-miscore:0.37","YDR146C","YDL127W"
"473","uniprotkb:P47029","uniprotkb:P40038","intact-miscore:0.37","YJL084C","YER059W"
"474","uniprotkb:Q06324","uniprotkb:P40038","intact-miscore:0.48","YLR190W","YER059W"
"475","uniprotkb:Q06137","uniprotkb:P32473","intact-miscore:0.37","YLR345W","YBR221C"
"476","uniprotkb:Q03973","uniprotkb:P40550","intact-miscore:0.37","YDR174W","YIL013C"
"477","uniprotkb:P50102","uniprotkb:P16861","intact-miscore:0.37","YMR223W","YGR240C"
"478","uniprotkb:P35497","uniprotkb:P17157","intact-miscore:0.37","YJR159W","YPL031C"
"479","uniprotkb:Q07786","uniprotkb:P17157","intact-miscore:0.37","YDL246C","YPL031C"
"480","uniprotkb:P40164","uniprotkb:P17157","intact-miscore:0.37","YNL201C","YPL031C"
"481","uniprotkb:P19541","uniprotkb:Q06651","intact-miscore:0.37","YPL133C","YDR313C"
"482","uniprotkb:P54786","uniprotkb:P24583","intact-miscore:0.37","YML109W","YBL105C"
"483","uniprotkb:P38890","uniprotkb:Q03407","intact-miscore:0.37","YHR207C","YDR490C"
"484","uniprotkb:P40588","uniprotkb:Q03407","intact-miscore:0.37","YIR044C","YDR490C"
"485","uniprotkb:O13559","uniprotkb:Q03407","intact-miscore:0.37","YLR466W","YDR490C"
"486","uniprotkb:P47042","uniprotkb:P39685","intact-miscore:0.37","YJL057C","YMR129W"
"487","uniprotkb:Q03790","uniprotkb:P39685","intact-miscore:0.37","YMR153W","YMR129W"
"488","uniprotkb:P14741","uniprotkb:P28239","intact-miscore:0.37","YKR026C","YMR267W"
"489","uniprotkb:P53691","uniprotkb:P32838","intact-miscore:0.37","YLR216C","YNR032W"
"490","uniprotkb:P32838","uniprotkb:P15108","intact-miscore:0.37","YNR032W","YMR186W"
"491","uniprotkb:P53043","uniprotkb:P32838","intact-miscore:0.37","YGR123C","YNR032W"
"492","uniprotkb:P07248","uniprotkb:P53043","intact-miscore:0.37","YDR216W","YGR123C"
"493","uniprotkb:P32500","uniprotkb:P09232","intact-miscore:0.37","YML031W","YEL060C"
"494","uniprotkb:P43577","uniprotkb:P21242","intact-miscore:0.37","YFL017C","YOR362C"
"495","uniprotkb:Q06708","uniprotkb:P38624","intact-miscore:0.37","YLR386W","YJL001W"
"496","uniprotkb:P36068","uniprotkb:P40302","intact-miscore:0.37","YKL130C","YMR314W"
"497","uniprotkb:P38956","uniprotkb:P21372","intact-miscore:0.37","YDR073W","YBR237W"
"498","uniprotkb:P50623","uniprotkb:P19735","intact-miscore:0.37","YDL064W","YBR055C"
"499","uniprotkb:P36000","uniprotkb:P32337","intact-miscore:0.37","YKL135C","YMR308C"
"500","uniprotkb:P38910","uniprotkb:P32337","intact-miscore:0.37","YOR020C","YMR308C"
"501","uniprotkb:P19262","uniprotkb:P32337","intact-miscore:0.37","YDR148C","YMR308C"
"502","uniprotkb:P48837","uniprotkb:P32337","intact-miscore:0.37","YGR119C","YMR308C"
"503","uniprotkb:P35497","uniprotkb:P32337","intact-miscore:0.37","YJR159W","YMR308C"
"504","uniprotkb:Q12206","uniprotkb:P32337","intact-miscore:0.37","YOR229W","YMR308C"
"505","uniprotkb:Q07786","uniprotkb:P32337","intact-miscore:0.37","YDL246C","YMR308C"
"506","uniprotkb:P39970","uniprotkb:P32337","intact-miscore:0.37","YER045C","YMR308C"
"507","uniprotkb:P40577","uniprotkb:P32337","intact-miscore:0.37","YIR025W","YMR308C"
"508","uniprotkb:Q04659","uniprotkb:P32337","intact-miscore:0.37","YMR048W","YMR308C"
"509","uniprotkb:P19541","uniprotkb:P32337","intact-miscore:0.37","YPL133C","YMR308C"
"510","uniprotkb:P14908","uniprotkb:P15380","intact-miscore:0.37","YMR228W","YOR348C"
"511","uniprotkb:P25381","uniprotkb:P15380","intact-miscore:0.37","YCR045C","YOR348C"
"512","uniprotkb:P47029","uniprotkb:P15380","intact-miscore:0.37","YJL084C","YOR348C"
"513","uniprotkb:O13543","uniprotkb:P15380","intact-miscore:0.37","YLR294C","YOR348C"
"514","uniprotkb:P09032","uniprotkb:P06838","intact-miscore:0.37","YOR260W","YML095C"
"515","uniprotkb:P25651","uniprotkb:P06838","intact-miscore:0.37","YCR086W","YML095C"
"516","uniprotkb:P05759","uniprotkb:P14736","intact-miscore:0.37","YLR167W","YER162C"
"517","uniprotkb:P39955","uniprotkb:P25454","intact-miscore:0.37","YER047C","YER095W"
"518","uniprotkb:P50623","uniprotkb:P25454","intact-miscore:0.37","YDL064W","YER095W"
"519","uniprotkb:Q05024","uniprotkb:P25454","intact-miscore:0.37","YMR233W","YER095W"
"520","uniprotkb:Q99401","uniprotkb:P25454","intact-miscore:0.37","YPL238C","YER095W"
"521","uniprotkb:Q12251","uniprotkb:P25454","intact-miscore:0.37","YPR011C","YER095W"
"522","uniprotkb:P32485","uniprotkb:P38622","intact-miscore:0.55","YLR113W","YGL158W"
"523","uniprotkb:P38729","uniprotkb:P39083","intact-miscore:0.37","YHL042W","YOR127W"
"524","uniprotkb:P46983","uniprotkb:P39083","intact-miscore:0.37","YJL185C","YOR127W"
